1.822840000000000000e+05,1.318064854497646099e+00
1.801420000000000000e+05,1.318978741274433153e+00
1.777320000000000000e+05,1.319520826061423513e+00
1.751330000000000000e+05,1.319339638270070392e+00
1.719430000000000000e+05,1.317346215325512659e+00
1.698560000000000000e+05,1.315452026858069612e+00
1.719810000000000000e+05,1.318020878108526972e+00
1.734820000000000000e+05,1.315236489238080564e+00
1.752600000000000000e+05,1.316222144870771826e+00
1.781810000000000000e+05,1.315990400161217710e+00
1.777410000000000000e+05,1.312348307065783315e+00
1.779070000000000000e+05,1.312333555098221805e+00
1.779380000000000000e+05,1.314188251984564459e+00
1.776990000000000000e+05,1.316366041081800997e+00
1.761910000000000000e+05,1.314629264074448356e+00
1.739850000000000000e+05,1.312738083274340051e+00
1.732380000000000000e+05,1.312447026752792345e+00
1.731130000000000000e+05,1.311819318467035478e+00
1.711940000000000000e+05,1.309698450366619804e+00
1.711740000000000000e+05,1.311012692520786338e+00
1.724290000000000000e+05,1.312154169913206214e+00
1.738550000000000000e+05,1.317096805247757629e+00
1.751270000000000000e+05,1.318969197287797934e+00
1.782900000000000000e+05,1.316357030733209088e+00
1.800420000000000000e+05,1.315868904063933531e+00
1.826480000000000000e+05,1.317401021977474773e+00
1.832330000000000000e+05,1.314783579088710352e+00
1.829140000000000000e+05,1.315498190348775909e+00
1.830180000000000000e+05,1.316097871215439641e+00
1.824290000000000000e+05,1.313828668451502812e+00
1.822660000000000000e+05,1.316220693565713695e+00
1.812820000000000000e+05,1.316806324084922375e+00
1.844020000000000000e+05,1.317306367481380969e+00
1.861080000000000000e+05,1.318482449299847925e+00
1.859010000000000000e+05,1.319106074094641201e+00
1.867760000000000000e+05,1.317046130124384762e+00
1.869210000000000000e+05,1.319010925971923598e+00
1.872040000000000000e+05,1.316118312895730780e+00
1.875580000000000000e+05,1.311400564110109412e+00
1.884160000000000000e+05,1.310683230736474858e+00
1.909940000000000000e+05,1.309125048201974728e+00
1.904200000000000000e+05,1.309515762085209145e+00
1.920600000000000000e+05,1.312783470724629309e+00
1.927830000000000000e+05,1.313184097181114396e+00
1.927440000000000000e+05,1.310323817646618760e+00
1.929570000000000000e+05,1.311933877419356520e+00
1.916460000000000000e+05,1.312167336055433564e+00
1.899180000000000000e+05,1.311727983276803622e+00
1.850330000000000000e+05,1.312780198955682209e+00
1.840200000000000000e+05,1.312300591402812078e+00
1.794230000000000000e+05,1.311807244271719020e+00
1.771030000000000000e+05,1.312652975370843800e+00
1.761720000000000000e+05,1.310630482808805786e+00
1.760760000000000000e+05,1.311667261034264120e+00
1.771200000000000000e+05,1.314915818899968336e+00
1.772960000000000000e+05,1.312518414654942678e+00
1.780550000000000000e+05,1.311372605438116734e+00
1.797930000000000000e+05,1.313409484165746655e+00
1.770820000000000000e+05,1.312315803895590660e+00
1.748210000000000000e+05,1.314319248564170373e+00
1.734750000000000000e+05,1.313155393608537169e+00
1.707830000000000000e+05,1.309929907731599119e+00
1.688650000000000000e+05,1.310111708007019482e+00
1.669950000000000000e+05,1.311668641332177421e+00
1.658970000000000000e+05,1.312698861165385367e+00
1.645800000000000000e+05,1.311606042148802054e+00
1.638630000000000000e+05,1.311096510046284802e+00
1.638550000000000000e+05,1.311198274683834208e+00
1.625360000000000000e+05,1.312971844078685502e+00
1.628910000000000000e+05,1.312775147743907356e+00
1.612450000000000000e+05,1.314465762698257656e+00
1.635010000000000000e+05,1.313320949383252056e+00
1.645340000000000000e+05,1.316625758874560459e+00
1.676490000000000000e+05,1.316432350033400533e+00
1.701660000000000000e+05,1.312726372633381988e+00
1.736300000000000000e+05,1.313481559953759925e+00
1.736860000000000000e+05,1.318727556240595788e+00
1.741910000000000000e+05,1.318916204540899528e+00
1.760270000000000000e+05,1.318034548314913401e+00
1.765240000000000000e+05,1.318923474548319152e+00
1.781920000000000000e+05,1.318218319820112283e+00
1.800990000000000000e+05,1.317267089538953329e+00
1.813160000000000000e+05,1.315159173076204668e+00
1.832260000000000000e+05,1.316591535186091066e+00
1.836040000000000000e+05,1.316147901885775795e+00
1.852920000000000000e+05,1.313642837709841915e+00
1.847550000000000000e+05,1.311064130549898454e+00
1.839440000000000000e+05,1.312143463549725331e+00
1.834190000000000000e+05,1.309127041933382696e+00
1.844470000000000000e+05,1.309766858360506214e+00
